FSC-A	FSC-H	SSC-A	SSC-H	CEF Multimer	HLA-DR	CD69	CD38	PD1	CD8	CD27	CD4	CD45RA	CD3	CCR7	Live-Dead	SARS-CoV-2 Multimer	CD39	CD137	CD57	Time	Sample
7.1642843166308126	7.024365084390651	6.570862529365439	6.4307537997759185	4.140412226419295	5.661496511982659	1.2857833573546738	4.678027468984037	2.319435232446007	5.059785714414879	4.968176961392627	5.0030836647757315	4.71261171020839	4.232332687364218	1.9069514110156618	5.113646793889281	6.542163741349881	5.702225725305605	4.3841885906826255	3.633677323363044	203970	AP0301
7.274795448664143	7.178362982684027	6.21569951907596	6.1911662339005975	1.0560608040101485	2.543317519227005	0.3290308933220874	3.399864642434877	2.3820944705849647	5.285342871475623	4.721548720301764	5.244703890119788	4.967650996016612	4.3687826290813545	0.5515995615773177	2.823057502426105	1.6128939469642711	2.354256600711174	1.994974731865378	1.9478949917691986	4685480	AP0301
6.711825255334333	6.595745949840443	6.642613710239904	6.547380308666503	2.344484612899552	4.187300307291912	1.2026142540615985	4.721977089521944	2.599389318836816	5.878684317906045	4.203260937942918	4.8185225687501685	5.895837441881062	5.492470789478249	0.9368262511033135	4.724630693816763	2.4287606067818492	1.8366298546802462	1.192542400335454	6.552197002852646	2542950	AP0301
6.527943912176688	6.462032956862957	5.840277966951023	5.793307410397589	3.26229928660224	4.689588502367118	0.5560351296346722	3.8792050514296452	1.9277284804687613	4.178607830397202	2.668957615591983	3.2614268987405426	3.973411745240832	4.373981870970743	0.31477598001879026	4.406350932872689	0.9103007511428973	0.6589360410186148	0.8690638490235465	3.5137058598973967	4356700	AP0301
6.628916101976105	6.5750033992977706	6.772834527202443	6.646270982409482	1.6466367815017062	3.4795531971978515	0.7804041496338783	3.994804319919067	2.2225385310786634	5.869403168011928	4.319056396217272	4.681272233465195	5.418405414192708	5.20234319347268	0.8813735870195429	4.618294425572359	2.496372618255614	1.9240559855580903	1.2618098918067264	6.344039393559391	2513770	AP0301
7.659103584738386	7.558370943019566	6.275337924251008	6.20598842349428	3.4455041517596747	5.001890003574032	1.0424184764586306	4.206646367100086	2.3112217053817585	5.0130207954891475	4.097157638339004	4.2339166003328215	4.325075706150322	4.777663692231468	0.8841992163203578	4.552589119629076	5.07671577850129	4.238653066505712	3.120607052026935	3.076027710508569	3422960.25	AP0301
7.029711492749275	6.928368995162622	6.698812030003477	6.598074823992813	1.7240414923440228	3.525272993136997	0.5866353992897673	4.184857749730052	2.530676784357698	5.698254350260308	4.04546067236539	4.493822666104834	5.492782026397923	5.52694178298862	0.8177599105994456	4.6444526104744215	2.2075383578907544	1.6636934024075516	1.1233646762497842	6.407918504848879	2991050.25	AP0301
6.746517241984865	6.61150506435373	6.637385614384515	6.539626578628771	0.8327564947558712	2.0572728923447032	0.3501352470924664	2.457970068757233	1.9836417422177415	5.770893667656881	4.454473168124247	4.768574704853228	3.932632960215737	4.623679968530472	1.0463430637134492	3.1369287158030104	1.3717704144351004	1.5205189523866596	0.679760485167312	2.4830843640893785	210690	AP0301
7.139525646584031	7.078016211941687	6.112518330733529	6.081462806105312	2.111933473297745	3.654274565297789	0.5598865525749718	4.0281135554942455	1.7993000716402447	4.595924468161676	3.105554809970354	3.8815023437545486	5.293014466523171	4.563268692469119	0.2880020776411042	3.8136881621952665	0.5158197255353798	0.37607241888475235	0.5061145636186806	3.5167566392707448	2775180.25	AP0301
7.299158965573368	7.186588886477837	6.623971397341109	6.523799382421648	1.8043117027773647	3.5351790413583597	0.6279164845017133	4.096492807170103	2.5078289967659178	5.759968584896748	4.056277708174435	4.604365906644105	5.3991510402515885	5.288571248462743	0.6028207328114996	4.505197941105883	2.2075383578907544	1.7006014044978899	0.7939269495919166	6.218303891634719	2565230.25	AP0301
6.757286391363356	6.626224901757287	6.365111692365388	6.251702052596251	1.7302458857210772	3.8406361318896365	0.8465873739653105	3.907050024569119	2.287865564494363	5.696535438889095	3.961495503551987	4.2879430259057685	4.55411819006322	5.539559873021959	1.1121387258916584	5.357306399273062	3.1976736431628074	2.7218928490140817	1.6212957983828036	7.559549019720516	213020	AP0301
7.623350517067901	7.493933552847962	6.407357875508733	6.299614167316117	2.7241337589757832	4.008593542359839	0.8530450743226599	4.018204574267489	1.8824851360484491	5.215158735623845	3.570752606710085	3.889950068970757	4.854182559311018	4.752394912209822	0.45602872746501666	4.273354199913067	1.980179695696936	1.3290357406571935	1.0035371777477307	5.292063044899811	2022610	AP0301
6.574944627156304	6.5225458375746825	6.235731401176737	6.212449779569449	2.5054961871552828	4.423590684486668	0.7323038107116295	4.703041996268356	2.143084261957662	5.306226822835254	3.633451966224665	4.565892850897887	6.081536227053091	4.727140486106711	0.5653919107216294	4.20743045986012	0.6256997236445228	0.7264091255356704	0.5605181627416332	3.6321272475866584	5351350	AP0301
6.741583587668357	6.633460505120875	6.672439593643776	6.549481101032789	1.8626619122110095	3.7640424047003895	1.0563503373654148	4.258117629201188	2.152757440912491	5.790417139733586	4.081260720478593	4.268376382582046	4.137505575182368	5.409839377386767	0.8295348769295894	4.873305861679889	2.875243216037977	2.250451270555669	1.336269775853661	6.860842295987483	1658360	AP0301
7.0175790010923516	6.910392795042618	6.44429912810197	6.379492444620109	2.6346865041282377	4.41073253014119	1.0311629972315903	4.8572170755802935	2.830843611655669	6.028977100558156	4.358732373054193	4.922329165366297	6.237222388299055	5.734093183536179	1.107381465524226	4.6837488972649695	1.5506993739150843	1.1636726896043745	1.0478012401110066	5.124170047630947	2169610	AP0301
6.513222034630695	6.442776219254463	6.239421583675319	6.1971540628616495	0.663121235845476	3.0520022316336326	0.4734467453011658	3.042221192267263	1.7437694613789858	3.8309016475563116	2.5003253780816492	3.0846833827037012	4.18220376454249	4.243487869368887	0.8177599105994456	3.689943246356098	1.648839289585099	1.5566369308238392	1.2147498457216488	5.479639200699382	1932310	AP0301
6.9095211754377885	6.784548835709068	6.483195375998928	6.3672062312992574	2.588420876602128	4.259922939849763	1.1342565164396339	4.431597832408163	2.4411169913339967	5.389191148286083	5.104461114099784	5.300124671621074	5.452998205392356	4.7369803244022	1.9104334119203057	4.100680548869114	6.607898977752527	5.71112205930137	4.383273627628465	3.9949245550583945	4699250	AP0301
6.662329075280533	6.5863206724013335	6.147498058814956	6.114247383951754	2.4824651352396296	3.657249599529251	0.3710907844506625	3.1052865437035115	2.2062190881025865	5.355494733537663	4.292431041252423	4.563268692469119	4.03318729149501	4.450363488421757	0.5307310851476849	3.767208057798191	2.881818621970134	2.3319278389987628	1.6941032770343163	3.164837235354419	4837960.5	AP0301
6.920887780911868	6.8809605112469825	6.5928381991294716	6.517791615637012	3.0448464075888264	4.692033642376353	0.993893398875754	4.1303712665698855	1.9431705635941718	5.458631220327552	4.352372162400562	4.551462916011593	4.327295936621517	3.983312869642089	1.0661976449070127	4.209036366677558	5.105137447945619	4.241926818500058	3.078725281130294	2.6847297549757374	2946910	AP0301
7.139151402032572	7.048167041193435	6.314898256735617	6.204049932422295	2.766500330867833	4.702342962774974	1.0507957878882679	5.217582718927857	2.7745106280293172	5.532506658509202	3.9074785141815638	4.99895633676734	6.535355399062745	5.216299101401359	0.805890846279517	4.720341068987209	2.2162660485001986	1.8614079107208519	1.3488207842056896	5.889996781392141	5391390.5	AP0301
6.585170759677776	6.519778564546227	6.26146481156474	6.216477010116259	0.6921869431532264	3.1462455131789455	0.5598865525749718	3.4708568386967995	2.1342998877099686	5.163794134939583	3.571932687734799	3.810480470662484	4.270138995506827	5.195756997536	0.707485040395959	4.577394850935728	2.624173323432885	2.1062890111151953	1.310749215343289	6.649454192180623	4985940	AP0301
6.683365510702132	6.626684182965292	6.515721858632899	6.457776320268077	1.6638884932627969	3.3913108603484243	1.9198347598464542	4.036822292520712	1.648418968453727	5.168491616943304	3.436788631642029	3.9375561634230576	4.5900580940506535	4.645536403671829	0.48478670495792003	3.946171829515284	1.691492918431329	1.307056893392521	0.679760485167312	5.509083540791792	2584960	AP0301
7.011284774579873	6.902971526523888	5.648874030017147	5.574244852517873	1.8157868375829458	4.01510735058092	1.4259962958218786	4.14448599585902	2.1293870061098925	4.2058934864023145	3.5991556783179637	3.988149137492028	3.7646540182276165	4.6109011429522955	0.22606944176552654	3.9232354633131155	3.020852095014173	2.498171262547297	1.2675625358081783	2.476374357312563	3871190	AP0301
7.522721366401079	7.4148462991361805	6.235167242856076	6.17971723894987	1.588937728048958	3.4808825222241833	0.9674582415608385	3.8480913573283373	2.00829682294238	4.933399944563117	3.3657683413062216	3.7340319756118467	4.358194876964935	4.870613334940971	0.4011538735565751	3.841254322451385	1.631016198633097	1.1103568321088673	0.5510227994999484	4.672579756984494	2518200	AP0301
6.52838378774447	6.4474351482899115	5.999657147016001	5.918578452442527	1.8383689697676264	3.7010228956886277	1.0198086196087304	4.125188844931514	2.082022944924009	4.977539562464397	4.471225400964587	4.338871876392983	3.768344044767051	4.366226158114334	1.5146617675230165	3.943385732923599	5.887945251339899	5.019704751794042	3.742191966525243	5.602090636039357	2054600	AP0301
6.221268798406755	6.124892386689533	6.284585299647257	6.184235612284029	1.3076955048124135	2.9773101379620064	0.594209692253163	3.4783207623712293	2.3012773373860838	4.558351898269111	3.025452986711089	3.1877263138128966	3.169216422492234	5.2640570075088275	0.544667329895406	4.482343696914884	2.3570135962435192	1.9177464942402798	1.1298177173900004	6.501157798156201	1457970	AP0301
6.48823476162066	6.40470212741551	6.218476673714944	6.159663471564957	2.9060859604477347	4.357857003006861	1.0918742081917374	4.573876815891482	2.3611101499932574	5.6249643818562705	5.075915047967614	5.008485511172188	4.428656459645192	4.480782313900249	1.942384234532644	4.196658158584519	6.493807580003228	5.649986148479635	4.260829977663445	3.267568204192476	1205960	AP0301
7.3546326167458345	7.198742444236407	6.639385933775503	6.4889843194930545	2.8680812257997164	4.785359084687674	2.167354721040719	4.987544257167544	3.1670992708004317	6.010893722888694	5.351321183986481	5.645564002200125	5.100118172588947	5.249081191398288	1.6605189108360547	4.7319509940508	5.9647267009951985	5.116503693729998	3.9118097867452244	5.568743250035957	2633510.25	AP0301
6.9456398879174035	6.8666843388170875	6.355443862184893	6.2579777219983	1.8659314566485508	3.5218783057370997	0.7392659897748864	3.9237809645149935	2.0138194933423397	5.386964382537648	3.7733716649136904	4.171765775867527	4.955713247815624	5.051111619707609	0.8236590904324105	4.500013087106202	2.5731941441817994	1.896435211977471	1.4847566246882307	6.437269844920817	1282220	AP0301
6.900386285246596	6.830702600154295	6.703886331970268	6.4853904601498265	1.9743657130292933	3.447108436129198	0.2215172454801952	4.057264890258241	2.154681215217614	5.229613118991159	3.626105222895586	4.5085471266138395	5.781052952371305	5.04507049215728	0.7138175331124345	4.42652136415976	2.324137930573741	1.6420190740010863	0.8898334779869671	6.314019870921927	2131740	AP0301
6.9807111965502795	6.890420242513853	6.295358000311037	6.2390313122796695	1.529494968176875	3.9222386524231596	1.1852589054144014	4.4396404869148105	2.5003253780816492	4.939431068080525	4.95132588147548	4.91674743039991	4.306794860731404	4.643194250668943	1.9613156870976631	3.7804283617004297	6.528788168543788	5.658078791108418	4.328527262522284	3.1539610707817074	2799349.75	AP0301
6.777779217301624	6.665396552458281	6.671366011613016	6.5524909014758155	2.7142084498033476	4.3819929479638775	0.8626777438251495	4.76117651638959	2.6827716337933922	5.380215311611254	3.76815020716486	4.888235137956918	6.377458117355453	5.354105505283007	0.5619528783681862	4.375402100956624	1.8932006719810879	1.2884169724860057	0.960176875779877	4.2956009631696	5458690.5	AP0301
6.307464512140355	6.279525062236088	5.754992460853596	5.73559298682197	1.265195182079373	2.7175276775871566	0.12917380594410235	3.040944151298648	1.7134104835457442	3.63234223242339	2.7378362054186285	3.7505460197291263	4.425947377581235	4.001905357008861	0.21826290743988225	2.935107438715691	1.3700214056233222	1.2026877452709597	0.5887298260124523	1.932409750726561	2062830.125	AP0301
7.377005108862067	7.247935426826293	6.182898822679676	6.007803157482034	2.343800246946856	4.401508872310502	1.3930506531242421	4.535453413181984	2.5346558219836246	5.099913370851897	4.16800206540958	4.279836686063983	4.050883807370701	4.772561352239681	1.1472468361282	4.211493716312523	5.473349417006203	4.6201624558527135	3.289642466480413	3.062771941024856	3115550	AP0301
6.938937692193645	6.824548749026992	6.809764368308799	6.71481904062316	1.73271751616359	3.384508693624555	0.7112347299805521	4.1358125993450585	2.4064168186686596	6.056409111498511	4.356580904069283	4.716151010051519	5.394049861492055	5.433927887911416	0.8898334779869671	4.606716881562562	2.4897502616887768	1.8724802216591798	1.0927988149924728	6.315943433215847	1462940	AP0301
